id,join_key,value,category
5175,A,970,cat1
5176,A,115,cat2
5177,E,975,cat3
5178,B,605,cat3
5179,A,153,cat3
5180,B,141,cat3
5181,A,825,cat2
5182,C,95,cat3
5183,A,982,cat1
5184,A,397,cat3
5185,A,859,cat1
5186,F,456,cat2
5187,A,301,cat1
5188,C,209,cat3
5189,C,586,cat1
5190,A,676,cat1
5191,A,389,cat3
5192,A,374,cat1
5193,C,361,cat3
5194,A,454,cat2
5195,A,948,cat2
5196,A,75,cat3
5197,A,930,cat2
5198,A,724,cat3
5199,B,807,cat2
5200,B,331,cat1
5201,A,537,cat2
5202,A,691,cat2
5203,D,118,cat3
5204,B,679,cat2
5205,A,90,cat3
5206,B,669,cat1
5207,A,154,cat1
5208,F,919,cat1
5209,A,609,cat2
5210,A,563,cat2
5211,A,141,cat1
5212,A,755,cat2
5213,B,439,cat2
5214,A,205,cat2
5215,F,274,cat3
5216,A,302,cat3
5217,A,967,cat3
5218,B,233,cat1
5219,A,752,cat2
5220,A,909,cat1
5221,B,671,cat3
5222,A,4,cat3
5223,A,145,cat2
5224,A,987,cat3
5225,A,638,cat3
5226,A,737,cat2
5227,A,532,cat3
5228,A,627,cat2
5229,B,300,cat2
5230,B,360,cat2
5231,A,827,cat3
5232,A,567,cat3
5233,A,755,cat3
5234,A,530,cat1
5235,A,330,cat3
5236,B,320,cat2
5237,A,948,cat1
5238,F,366,cat2
5239,A,352,cat3
5240,A,253,cat1
5241,A,845,cat2
5242,A,403,cat2
5243,B,757,cat2
5244,B,547,cat1
5245,B,468,cat3
5246,B,648,cat2
5247,H,953,cat1
5248,A,237,cat3
5249,A,38,cat2
5250,A,745,cat2
5251,A,236,cat2
5252,A,907,cat3
5253,A,512,cat3
5254,B,819,cat2
5255,A,983,cat2
5256,A,554,cat2
5257,B,436,cat3
5258,E,44,cat3
5259,A,282,cat3
5260,A,610,cat1
5261,B,597,cat2
5262,B,800,cat2
5263,A,342,cat3
5264,F,390,cat3
5265,B,995,cat1
5266,A,751,cat3
5267,A,185,cat2
5268,A,322,cat3
5269,B,661,cat2
5270,B,763,cat1
5271,F,216,cat3
5272,B,166,cat1
5273,A,807,cat2
5274,A,85,cat2
5275,A,772,cat2
5276,B,468,cat2
5277,A,339,cat1
5278,A,855,cat3
5279,A,161,cat1
5280,B,254,cat1
5281,C,307,cat1
5282,B,217,cat1
5283,A,834,cat2
5284,A,63,cat3
5285,B,355,cat1
5286,A,139,cat1
5287,A,188,cat3
5288,A,442,cat2
5289,A,847,cat3
5290,G,161,cat3
5291,A,154,cat2
5292,A,646,cat1
5293,A,965,cat1
5294,A,95,cat1
5295,A,554,cat2
5296,A,771,cat3
5297,E,630,cat3
5298,A,912,cat2
5299,A,585,cat2
5300,A,139,cat2
5301,A,118,cat2
5302,A,846,cat2
5303,B,691,cat3
5304,A,400,cat1
5305,A,101,cat3
5306,A,856,cat2
5307,A,941,cat3
5308,A,982,cat3
5309,A,407,cat3
5310,B,509,cat2
5311,A,999,cat3
5312,B,165,cat3
5313,G,453,cat2
5314,B,116,cat3
5315,E,865,cat2
5316,A,502,cat2
5317,B,147,cat1
5318,B,729,cat3
5319,A,829,cat1
5320,A,584,cat3
5321,A,535,cat1
5322,B,834,cat1
5323,C,205,cat3
5324,B,87,cat1
5325,A,56,cat2
5326,A,496,cat3
5327,A,92,cat2
5328,C,473,cat2
5329,H,854,cat2
5330,A,780,cat3
5331,A,455,cat1
5332,B,609,cat1
5333,A,93,cat2
5334,A,955,cat1
5335,C,412,cat1
5336,A,885,cat1
5337,A,361,cat1
5338,A,975,cat3
5339,C,799,cat2
5340,C,701,cat1
5341,A,362,cat1
5342,A,462,cat3
5343,B,295,cat2
5344,A,146,cat2
5345,A,153,cat1
5346,A,905,cat3
5347,B,432,cat1
5348,A,439,cat1
5349,A,571,cat3
5350,A,564,cat2
5351,B,227,cat2
5352,A,376,cat2
5353,A,827,cat1
5354,B,408,cat1
5355,C,994,cat3
5356,A,753,cat1
5357,A,772,cat3
5358,A,547,cat3
5359,A,645,cat1
5360,A,516,cat2
5361,C,989,cat1
5362,C,246,cat3
5363,B,311,cat3
5364,B,729,cat1
5365,A,686,cat2
5366,A,910,cat2
5367,E,820,cat2
5368,A,91,cat3
5369,A,963,cat2
5370,B,101,cat1
5371,A,321,cat1
5372,D,774,cat3
5373,A,197,cat3
5374,B,877,cat3
5375,B,57,cat2
5376,H,958,cat1
5377,B,800,cat3
5378,A,833,cat2
5379,A,437,cat2
5380,A,210,cat1
5381,A,24,cat3
5382,A,595,cat1
5383,B,512,cat2
5384,A,851,cat3
5385,B,107,cat3
5386,A,890,cat2
5387,A,78,cat2
5388,A,612,cat3
5389,B,982,cat1
5390,A,77,cat2
5391,A,714,cat3
5392,B,584,cat3
5393,A,133,cat2
5394,B,295,cat3
5395,B,264,cat2
5396,B,683,cat3
5397,B,397,cat1
5398,A,972,cat3
5399,A,634,cat2
5400,A,253,cat3
5401,B,941,cat3
5402,C,892,cat3
5403,A,734,cat1
5404,C,526,cat3
5405,A,813,cat1
5406,A,141,cat1
5407,A,142,cat1
5408,A,395,cat1
5409,A,280,cat3
5410,A,967,cat3
5411,A,977,cat2
5412,E,85,cat2
5413,A,348,cat1
5414,C,578,cat2
5415,C,975,cat2
5416,A,541,cat2
5417,A,200,cat1
5418,C,15,cat2
5419,A,408,cat2
5420,A,626,cat1
5421,A,398,cat3
5422,A,406,cat3
5423,C,716,cat2
5424,A,740,cat3
5425,A,515,cat1
5426,B,976,cat3
5427,C,599,cat2
5428,A,976,cat3
5429,A,636,cat1
5430,C,702,cat3
5431,A,656,cat2
5432,B,123,cat1
5433,A,890,cat1
5434,A,396,cat1
5435,A,380,cat3
5436,C,631,cat1
5437,C,722,cat3
5438,A,514,cat1
5439,A,614,cat1
5440,A,882,cat3
5441,A,982,cat1
5442,A,507,cat1
5443,A,935,cat2
5444,A,828,cat1
5445,A,580,cat1
5446,A,43,cat2
5447,C,797,cat1
5448,C,141,cat2
5449,C,680,cat1
5450,A,993,cat3
5451,B,137,cat1
5452,B,399,cat1
5453,C,120,cat3
5454,A,780,cat3
5455,B,835,cat3
5456,E,799,cat1
5457,A,283,cat1
5458,A,450,cat1
5459,A,308,cat1
5460,C,270,cat3
5461,A,76,cat2
5462,A,108,cat3
5463,A,704,cat1
5464,A,850,cat2
5465,A,493,cat3
5466,E,771,cat1
5467,A,365,cat3
5468,A,991,cat2
5469,A,23,cat1
5470,A,30,cat3
5471,A,59,cat2
5472,A,820,cat3
5473,B,806,cat2
5474,A,68,cat1
5475,A,185,cat1
5476,A,137,cat2
5477,B,55,cat3
5478,C,763,cat3
5479,F,497,cat2
5480,A,361,cat2
5481,B,703,cat1
5482,A,938,cat3
5483,A,381,cat3
5484,A,755,cat2
5485,C,958,cat1
5486,A,477,cat2
5487,B,574,cat2
5488,A,613,cat2
5489,A,480,cat2
5490,A,784,cat1
5491,A,185,cat2
5492,B,202,cat1
5493,A,61,cat3
5494,B,961,cat2
5495,A,209,cat2
5496,A,961,cat2
5497,A,596,cat2
5498,H,806,cat1
5499,A,116,cat1
5500,A,130,cat3
5501,A,724,cat1
5502,A,686,cat1
5503,C,981,cat2
5504,A,509,cat3
5505,H,828,cat2
5506,C,981,cat2
5507,A,282,cat3
5508,A,362,cat1
5509,A,285,cat2
5510,A,646,cat1
5511,A,794,cat3
5512,C,249,cat1
5513,A,561,cat1
5514,B,946,cat3
5515,A,579,cat1
5516,A,35,cat3
5517,C,891,cat1
5518,A,976,cat1
5519,A,215,cat3
5520,A,51,cat3
5521,A,285,cat2
5522,B,904,cat1
5523,A,203,cat1
5524,E,229,cat3
5525,B,241,cat1
5526,A,364,cat1
5527,A,200,cat1
5528,A,385,cat3
5529,A,429,cat1
5530,A,372,cat3
5531,A,603,cat1
5532,A,110,cat2
5533,A,634,cat1
5534,A,800,cat3
5535,A,346,cat3
5536,B,57,cat1
5537,F,83,cat2
5538,B,109,cat1
5539,B,351,cat3
5540,C,312,cat1
5541,B,225,cat1
5542,H,490,cat1
5543,B,331,cat1
5544,A,520,cat2
5545,A,635,cat3
5546,C,370,cat1
5547,E,40,cat1
5548,A,870,cat2
5549,C,989,cat3
5550,A,467,cat1
5551,A,638,cat2
5552,B,719,cat1
5553,A,671,cat2
5554,G,350,cat3
5555,C,776,cat1
5556,A,604,cat1
5557,A,427,cat2
5558,A,652,cat3
5559,A,267,cat3
5560,A,48,cat1
5561,C,727,cat1
5562,B,255,cat2
5563,B,613,cat3
5564,A,417,cat1
5565,A,733,cat3
5566,A,594,cat3
5567,A,902,cat2
5568,A,861,cat1
5569,A,342,cat2
5570,B,333,cat2
5571,B,270,cat3
5572,B,131,cat1
5573,B,437,cat1
5574,A,104,cat2
5575,A,994,cat3
5576,A,905,cat3
5577,A,90,cat3
5578,B,198,cat2
5579,B,802,cat1
5580,F,811,cat3
5581,A,932,cat1
5582,A,524,cat2
5583,A,849,cat1
5584,C,445,cat3
5585,A,65,cat3
5586,B,32,cat1
5587,B,296,cat3
5588,A,308,cat3
5589,A,381,cat2
5590,A,112,cat3
5591,A,5,cat3
5592,A,922,cat1
5593,G,662,cat3
5594,A,73,cat1
5595,A,810,cat1
5596,A,311,cat3
5597,H,387,cat1
5598,A,900,cat3
5599,B,753,cat3
5600,A,448,cat1
5601,A,554,cat3
5602,A,215,cat2
5603,B,200,cat2
5604,A,659,cat2
5605,C,769,cat1
5606,B,486,cat2
5607,A,12,cat3
5608,A,928,cat3
5609,A,499,cat3
5610,C,100,cat3
5611,A,724,cat2
5612,C,474,cat2
5613,A,651,cat2
5614,A,482,cat3
5615,C,912,cat2
5616,A,969,cat2
5617,A,137,cat1
5618,D,335,cat2
5619,G,443,cat1
5620,A,226,cat2
5621,B,230,cat3
5622,C,532,cat2
5623,C,693,cat2
5624,C,676,cat2
5625,A,563,cat3
5626,B,700,cat2
5627,A,617,cat2
5628,A,50,cat3
5629,A,418,cat1
5630,A,471,cat2
5631,C,45,cat2
5632,C,354,cat1
5633,A,701,cat1
5634,A,533,cat3
5635,A,804,cat3
5636,B,201,cat2
5637,A,817,cat2
5638,A,140,cat1
5639,B,468,cat2
5640,A,358,cat1
5641,A,913,cat3
5642,C,833,cat1
5643,A,586,cat1
5644,B,586,cat1
5645,B,972,cat1
5646,A,353,cat1
5647,A,201,cat2
5648,A,139,cat2
5649,A,668,cat1
5650,A,587,cat3
5651,C,984,cat1
5652,C,874,cat2
5653,A,674,cat3
5654,A,867,cat2
5655,A,61,cat2
5656,F,537,cat1
5657,G,533,cat1
5658,A,364,cat3
5659,A,798,cat1
5660,G,614,cat2
5661,A,255,cat1
5662,A,827,cat2
5663,A,888,cat3
5664,A,788,cat2
5665,A,515,cat2
5666,A,601,cat1
5667,A,78,cat2
5668,A,945,cat3
5669,D,376,cat2
5670,A,337,cat2
5671,A,610,cat2
5672,C,930,cat2
5673,A,774,cat3
5674,A,591,cat2
5675,A,890,cat1
5676,A,372,cat3
5677,A,370,cat2
5678,A,336,cat1
5679,E,895,cat2
5680,A,970,cat1
5681,A,66,cat1
5682,A,586,cat2
5683,A,225,cat1
5684,B,825,cat2
5685,F,561,cat3
5686,C,670,cat1
5687,A,980,cat3
5688,A,508,cat3
5689,A,606,cat2
5690,A,276,cat3
5691,B,850,cat2
5692,A,179,cat1
5693,A,612,cat2
5694,A,289,cat3
5695,A,934,cat2
5696,A,566,cat1
5697,B,384,cat2
5698,B,598,cat1
5699,B,854,cat3
5700,B,21,cat2
5701,A,85,cat3
5702,B,282,cat3
5703,B,28,cat2
5704,A,176,cat2
5705,A,14,cat1
5706,A,143,cat3
5707,A,988,cat2
5708,A,42,cat3
5709,B,733,cat3
5710,A,709,cat2
5711,A,461,cat3
5712,C,247,cat3
5713,B,37,cat2
5714,A,675,cat3
5715,B,440,cat3
5716,H,382,cat3
5717,A,132,cat2
5718,D,218,cat3
5719,B,879,cat3
5720,A,873,cat2
5721,A,154,cat1
5722,A,241,cat2
5723,C,267,cat3
5724,A,474,cat2
5725,A,633,cat1
5726,A,35,cat1
5727,A,363,cat3
5728,B,268,cat3
5729,A,765,cat2
5730,A,6,cat1
5731,A,387,cat1
5732,B,478,cat1
5733,A,862,cat3
5734,A,382,cat2
5735,A,987,cat1
5736,A,211,cat3
5737,A,536,cat2
5738,D,166,cat3
5739,A,937,cat2
5740,A,439,cat2
5741,A,971,cat3
5742,A,842,cat2
5743,B,20,cat1
5744,A,929,cat3
5745,A,922,cat3
5746,A,237,cat3
5747,A,648,cat1
5748,B,503,cat1
5749,A,157,cat1
5750,A,14,cat2
5751,A,176,cat2
5752,A,757,cat3
5753,A,828,cat1
5754,A,514,cat2
5755,B,815,cat1
5756,A,383,cat3
5757,B,398,cat3
5758,A,828,cat1
5759,A,220,cat3
5760,A,831,cat3
5761,B,987,cat3
5762,C,453,cat2
5763,A,771,cat1
5764,B,593,cat1
5765,A,803,cat2
5766,E,588,cat1
5767,A,961,cat1
5768,A,809,cat3
5769,A,512,cat1
5770,A,762,cat3
5771,B,383,cat1
5772,A,556,cat3
5773,A,957,cat2
5774,B,586,cat1
5775,A,497,cat3
5776,A,181,cat2
5777,A,644,cat1
5778,A,265,cat3
5779,A,51,cat2
5780,A,422,cat1
5781,A,925,cat2
5782,A,600,cat1
5783,D,561,cat1
5784,A,692,cat3
5785,C,246,cat1
5786,C,461,cat3
5787,A,942,cat2
5788,B,571,cat2
5789,A,549,cat3
5790,A,29,cat2
5791,C,895,cat1
5792,A,446,cat3
5793,B,22,cat2
5794,A,470,cat1
5795,B,846,cat1
5796,C,403,cat1
5797,A,998,cat2
5798,A,621,cat1
5799,B,153,cat1
5800,A,204,cat1
5801,A,572,cat1
5802,A,760,cat3
5803,A,999,cat2
5804,D,270,cat2
5805,A,860,cat3
5806,H,260,cat1
5807,A,928,cat1
5808,B,928,cat1
5809,A,472,cat3
5810,A,655,cat2
5811,B,766,cat1
5812,B,442,cat2
5813,A,657,cat2
5814,B,491,cat3
5815,A,633,cat1
5816,A,418,cat2
5817,B,933,cat2
5818,A,599,cat1
5819,A,714,cat2
5820,A,552,cat1
5821,A,676,cat2
5822,A,550,cat1
5823,B,781,cat2
5824,H,643,cat2
5825,A,296,cat3
5826,A,37,cat2
5827,B,319,cat2
5828,B,680,cat3
5829,A,588,cat1
5830,A,747,cat3
5831,B,256,cat2
5832,A,136,cat2
5833,A,51,cat3
5834,B,194,cat1
5835,A,899,cat3
5836,A,329,cat3
5837,A,63,cat3
5838,A,917,cat1
5839,A,505,cat3
5840,B,4,cat1
5841,A,123,cat1
5842,A,392,cat3
5843,A,83,cat3
5844,A,381,cat1
5845,A,775,cat3
5846,C,971,cat1
5847,A,420,cat1
5848,A,445,cat2
5849,A,564,cat3
5850,A,386,cat1
5851,B,116,cat1
5852,B,560,cat3
5853,A,133,cat1
5854,B,236,cat3
5855,B,263,cat1
5856,A,642,cat2
5857,C,992,cat3
5858,A,482,cat3
5859,A,875,cat2
5860,A,479,cat2
5861,G,482,cat1
5862,A,981,cat1
5863,C,651,cat3
5864,A,314,cat2
5865,D,200,cat1
5866,A,491,cat1
5867,A,701,cat2
5868,B,604,cat3
5869,A,927,cat1
5870,A,3,cat1
5871,B,58,cat1
5872,C,153,cat1
5873,A,647,cat3
5874,A,217,cat3
5875,A,704,cat3
5876,B,862,cat2
5877,A,36,cat3
5878,B,736,cat3
5879,A,890,cat1
5880,A,319,cat1
5881,A,502,cat2
5882,B,376,cat2
5883,B,42,cat1
5884,A,378,cat2
5885,A,723,cat3
5886,A,508,cat3
5887,A,967,cat1
5888,G,295,cat1
5889,A,439,cat3
5890,B,736,cat3
5891,A,216,cat2
5892,A,653,cat2
5893,A,420,cat1
5894,E,133,cat1
5895,A,936,cat2
5896,A,390,cat2
5897,G,986,cat2
5898,A,596,cat1
5899,A,495,cat2
5900,B,651,cat2
5901,A,107,cat1
5902,A,75,cat3
5903,A,53,cat1
5904,A,686,cat1
5905,A,860,cat2
5906,A,420,cat1
5907,A,908,cat2
5908,C,161,cat2
5909,B,67,cat2
5910,A,911,cat2
5911,C,412,cat2
5912,A,114,cat2
5913,F,200,cat2
5914,A,282,cat2
5915,A,338,cat2
5916,A,564,cat1
5917,A,899,cat1
5918,A,183,cat2
5919,D,299,cat2
5920,A,940,cat3
5921,A,158,cat3
5922,A,969,cat3
5923,A,370,cat3
5924,A,754,cat3
5925,A,453,cat1
5926,A,888,cat1
5927,A,781,cat2
5928,A,702,cat2
5929,H,757,cat1
5930,B,882,cat3
5931,A,818,cat2
5932,A,836,cat1
5933,A,929,cat3
5934,C,351,cat3
5935,A,634,cat3
5936,A,727,cat1
5937,A,576,cat1
5938,A,635,cat1
5939,A,245,cat2
5940,A,294,cat2
5941,A,600,cat2
5942,A,974,cat1
5943,C,534,cat1
5944,B,258,cat1
5945,B,627,cat1
5946,B,972,cat1
5947,A,130,cat3
5948,A,348,cat1
5949,A,891,cat1
5950,A,867,cat3
5951,C,645,cat2
5952,A,736,cat2
5953,A,609,cat1
5954,A,806,cat3
5955,A,196,cat3
5956,A,446,cat3
5957,A,711,cat2
5958,C,94,cat1
5959,B,937,cat2
5960,A,8,cat3
5961,A,726,cat3
5962,A,844,cat3
5963,B,468,cat2
5964,B,586,cat2
5965,A,301,cat1
5966,A,161,cat1
5967,G,596,cat1
5968,A,723,cat3
5969,C,337,cat3
5970,C,811,cat1
5971,A,820,cat3
5972,B,19,cat1
5973,A,801,cat1
5974,E,728,cat1
5975,B,594,cat3
5976,A,383,cat3
5977,A,461,cat3
5978,A,222,cat2
5979,A,447,cat1
5980,B,174,cat1
5981,A,900,cat3
5982,A,791,cat1
5983,A,519,cat2
5984,A,773,cat1
5985,A,94,cat2
5986,A,370,cat2
5987,A,242,cat2
5988,C,683,cat3
5989,A,182,cat2
5990,A,946,cat1
5991,A,816,cat3
5992,A,39,cat3
5993,A,689,cat1
5994,B,251,cat3
5995,A,409,cat3
5996,B,171,cat1
5997,A,418,cat1
5998,G,521,cat2
5999,C,770,cat1
6000,A,750,cat3
6001,A,185,cat1
6002,G,541,cat2
6003,C,23,cat1
6004,B,868,cat1
6005,D,788,cat3
6006,A,949,cat1
6007,A,102,cat2
6008,A,725,cat3
6009,A,322,cat3
6010,B,240,cat1
6011,E,243,cat1
6012,A,992,cat2
6013,B,125,cat1
6014,B,817,cat3
6015,A,328,cat2
6016,A,373,cat3
6017,A,325,cat1
6018,A,644,cat1
6019,A,619,cat2
6020,B,602,cat2
6021,A,368,cat3
6022,C,453,cat1
6023,C,140,cat1
6024,C,440,cat1
6025,B,672,cat1
6026,A,457,cat1
6027,B,48,cat1
6028,A,845,cat1
6029,A,311,cat3
6030,C,63,cat2
6031,B,760,cat3
6032,C,161,cat3
6033,A,610,cat2
6034,B,916,cat3
6035,A,173,cat2
6036,B,934,cat2
6037,H,182,cat2
6038,A,19,cat1
6039,A,660,cat3
6040,A,97,cat1
6041,B,762,cat2
6042,B,747,cat1
6043,D,507,cat2
6044,A,546,cat2
6045,A,762,cat3
6046,C,85,cat1
6047,A,176,cat3
6048,A,503,cat3
6049,A,492,cat2
6050,C,596,cat2
6051,A,718,cat1
6052,A,277,cat1
6053,H,331,cat2
6054,B,358,cat2
6055,F,74,cat2
6056,A,714,cat3
6057,A,612,cat3
6058,A,324,cat1
6059,C,679,cat3
6060,A,486,cat3
6061,B,997,cat3
6062,C,914,cat1
6063,H,429,cat1
6064,A,75,cat2
6065,A,513,cat3
6066,A,110,cat2
6067,A,263,cat2
6068,A,330,cat3
6069,A,401,cat2
6070,A,921,cat3
6071,A,452,cat3
6072,A,456,cat2
6073,A,186,cat3
6074,A,560,cat1
6075,A,597,cat1
6076,A,197,cat3
6077,B,334,cat1
6078,A,830,cat1
6079,A,129,cat1
6080,H,259,cat2
6081,A,254,cat3
6082,C,258,cat3
6083,A,182,cat1
6084,H,5,cat2
6085,A,132,cat1
6086,C,627,cat3
6087,A,411,cat3
6088,E,735,cat1
6089,A,877,cat1
6090,A,978,cat3
6091,A,87,cat2
6092,A,525,cat1
6093,D,127,cat3
6094,A,381,cat2
6095,B,903,cat2
6096,A,260,cat1
6097,B,40,cat1
6098,A,503,cat3
6099,C,390,cat3
6100,C,344,cat2
6101,A,250,cat3
6102,A,260,cat2
6103,B,663,cat3
6104,A,353,cat1
6105,B,415,cat2
6106,B,952,cat3
6107,B,4,cat2
6108,A,432,cat1
6109,A,765,cat1
6110,A,6,cat3
6111,A,331,cat3
6112,A,77,cat3
6113,A,576,cat1
6114,A,380,cat3
6115,C,670,cat2
6116,B,172,cat2
6117,A,140,cat3
6118,A,900,cat1
6119,A,105,cat3
6120,A,204,cat3
6121,A,420,cat2
6122,A,892,cat2
6123,A,335,cat1
6124,A,797,cat1
6125,A,794,cat2
6126,A,296,cat1
6127,A,760,cat2
6128,E,608,cat1
6129,B,366,cat3
6130,A,402,cat1
6131,A,478,cat2
6132,C,834,cat2
6133,A,19,cat2
6134,A,932,cat1
6135,B,786,cat2
6136,A,165,cat1
6137,A,493,cat3
6138,B,40,cat2
6139,F,915,cat2
6140,B,289,cat3
6141,G,444,cat1
6142,A,373,cat3
6143,A,3,cat3
6144,A,102,cat2
6145,A,442,cat3
6146,A,894,cat2
6147,A,312,cat3
6148,B,196,cat2
6149,A,719,cat1
6150,A,244,cat2
6151,A,585,cat2
6152,C,80,cat2
6153,B,607,cat1
6154,A,100,cat1
6155,A,204,cat3
6156,C,594,cat1
6157,B,658,cat3
6158,B,678,cat3
6159,C,850,cat2
6160,A,544,cat1
6161,A,813,cat3
6162,C,425,cat3
6163,A,417,cat3
6164,D,33,cat2
6165,B,625,cat1
6166,B,175,cat2
6167,A,561,cat2
6168,C,979,cat3
6169,C,380,cat1
6170,C,544,cat3
6171,B,822,cat3
6172,A,518,cat1
6173,A,792,cat1
6174,A,696,cat3
6175,B,531,cat2
6176,B,299,cat3
6177,A,260,cat2
6178,B,262,cat3
6179,C,403,cat3
6180,C,596,cat3
6181,B,890,cat3
6182,B,718,cat1
6183,A,260,cat2
6184,A,213,cat3
6185,H,402,cat3
6186,A,377,cat2
6187,A,254,cat1
6188,B,753,cat1
6189,G,69,cat3
6190,A,57,cat3
6191,A,855,cat1
6192,E,440,cat3
6193,A,572,cat2
6194,A,193,cat3
6195,A,228,cat2
6196,C,690,cat1
6197,D,749,cat3
6198,A,345,cat3
6199,A,1,cat2
6200,A,550,cat1
6201,A,794,cat1
6202,E,261,cat3
6203,A,52,cat2
6204,A,765,cat1
6205,H,472,cat2
6206,A,96,cat2
6207,A,27,cat2
6208,B,45,cat1
6209,C,624,cat2
6210,A,448,cat1
6211,A,213,cat3
6212,A,855,cat3
6213,A,134,cat3
6214,A,656,cat3
6215,H,407,cat3
6216,A,122,cat3
6217,B,484,cat2
6218,G,539,cat1
6219,A,619,cat1
6220,F,6,cat3
6221,D,575,cat3
6222,C,882,cat2
6223,B,693,cat1
6224,A,101,cat2
6225,A,217,cat2
6226,D,972,cat2
6227,F,292,cat2
6228,A,484,cat2
6229,A,38,cat1
6230,A,739,cat2
6231,G,472,cat3
6232,A,445,cat2
6233,A,766,cat2
6234,A,433,cat3
6235,A,33,cat3
6236,B,3,cat3
6237,A,32,cat3
6238,B,331,cat2
6239,A,585,cat1
6240,A,578,cat1
6241,B,710,cat2
6242,A,385,cat1
6243,A,803,cat1
6244,C,13,cat3
6245,G,211,cat2
6246,A,635,cat2
6247,C,537,cat3
6248,C,38,cat3
6249,A,428,cat2
6250,B,711,cat3
6251,A,253,cat2
6252,A,93,cat2
6253,C,365,cat2
6254,A,242,cat3
6255,D,468,cat2
6256,A,773,cat2
6257,A,737,cat1
6258,C,73,cat2
6259,B,547,cat1
6260,C,20,cat2
6261,A,123,cat3
6262,A,399,cat2
6263,A,960,cat1
6264,C,884,cat2
6265,E,924,cat2
6266,A,63,cat1
6267,A,245,cat2
6268,H,517,cat3
6269,A,740,cat3
6270,G,372,cat3
6271,B,53,cat1
6272,A,1,cat2
6273,B,632,cat1
6274,A,94,cat3
6275,A,399,cat3
6276,A,428,cat3
6277,B,895,cat3
6278,B,496,cat2
6279,B,154,cat3
6280,E,222,cat1
6281,B,416,cat2
6282,A,360,cat1
6283,A,575,cat1
6284,A,486,cat2
6285,E,659,cat1
6286,A,646,cat3
6287,A,902,cat3
6288,A,38,cat3
6289,C,893,cat2
6290,A,257,cat3
6291,A,265,cat1
6292,G,886,cat1
6293,A,94,cat2
6294,C,116,cat1
6295,A,556,cat3
6296,A,919,cat2
6297,A,883,cat2
6298,A,152,cat3
6299,A,316,cat3
6300,A,823,cat2
6301,H,606,cat2
6302,A,437,cat3
6303,B,814,cat2
6304,A,292,cat2
6305,A,216,cat2
6306,A,823,cat2
6307,A,402,cat1
6308,B,132,cat1
6309,B,299,cat1
6310,A,143,cat3
6311,A,743,cat1
6312,A,706,cat3
6313,B,786,cat1
6314,A,148,cat1
6315,G,53,cat1
6316,A,244,cat2
6317,B,264,cat1
6318,A,359,cat1
6319,A,331,cat3
6320,A,264,cat1
6321,B,822,cat1
6322,B,690,cat2
6323,A,572,cat3
6324,A,349,cat2
6325,A,182,cat1
6326,A,314,cat1
6327,H,188,cat3
6328,E,870,cat1
6329,A,655,cat1
6330,A,235,cat3
6331,A,463,cat1
6332,F,125,cat2
6333,B,608,cat3
6334,F,170,cat1
6335,C,21,cat1
6336,A,130,cat2
6337,B,561,cat1
6338,C,462,cat1
6339,A,649,cat3
6340,A,260,cat3
6341,A,267,cat3
6342,A,633,cat2
6343,H,607,cat1
6344,A,923,cat2
6345,B,737,cat1
6346,A,844,cat3
6347,A,29,cat1
6348,A,966,cat3
6349,A,516,cat3
6350,B,434,cat1
6351,A,132,cat1
6352,A,582,cat2
6353,A,627,cat2
6354,C,563,cat1
6355,A,461,cat2
6356,A,914,cat2
6357,A,813,cat2
6358,A,681,cat3
6359,A,601,cat3
6360,B,271,cat1
6361,A,753,cat1
6362,A,901,cat1
6363,A,532,cat1
6364,E,619,cat3
6365,C,324,cat1
6366,A,330,cat2
6367,F,986,cat1
6368,A,754,cat3
6369,C,364,cat2
6370,A,830,cat3
6371,C,908,cat1
6372,A,584,cat2
6373,G,472,cat1
6374,A,545,cat2
6375,B,921,cat1
6376,C,593,cat1
6377,A,303,cat3
6378,A,166,cat2
6379,B,183,cat1
6380,A,5,cat2
6381,A,554,cat3
6382,A,294,cat2
6383,A,180,cat2
6384,A,964,cat2
6385,B,159,cat1
6386,A,933,cat2
6387,B,443,cat3
6388,B,979,cat2
6389,C,713,cat2
6390,B,162,cat3
6391,B,339,cat2
6392,A,667,cat3
6393,C,236,cat1
6394,A,262,cat1
6395,C,454,cat2
6396,A,692,cat3
6397,A,121,cat1
6398,A,963,cat3
6399,A,386,cat3
6400,A,770,cat1
6401,A,247,cat3
6402,A,318,cat3
6403,A,410,cat3
6404,A,841,cat3
6405,A,321,cat3
6406,A,541,cat2
6407,C,42,cat1
6408,A,506,cat3
6409,A,549,cat3
6410,F,711,cat1
6411,C,346,cat3
6412,A,829,cat3
6413,A,779,cat1
6414,A,502,cat3
6415,C,213,cat1
6416,A,939,cat1
6417,B,133,cat2
6418,A,786,cat3
6419,A,165,cat3
6420,B,280,cat3
6421,A,684,cat3
6422,A,164,cat2
6423,A,696,cat2
6424,B,760,cat3
6425,A,245,cat3
6426,A,575,cat2
6427,A,960,cat2
6428,B,888,cat3
6429,A,429,cat3
6430,D,642,cat2
6431,A,583,cat3
6432,C,806,cat1
6433,G,190,cat2
6434,A,567,cat2
6435,A,970,cat3
6436,A,430,cat3
6437,G,824,cat1
6438,C,132,cat3
6439,A,840,cat1
6440,F,245,cat3
6441,A,357,cat1
6442,A,237,cat2
6443,H,438,cat1
6444,A,228,cat1
6445,A,978,cat3
